country,ratings,number_of_customers,years_of_experiance,number_of_reviews,type_of_consultant,first_name,last_name,lat,long
SAX,2.75,82,5,82,Education,Clarissa,SMART,-14.73904121,-0.002213431
WRT,3,19,6,19,Lawyer,Karlee,TOMLINSON,31.05933264,18.03392009
HSE,3.25,70,5,70,Lawyer,Laylah,ALFARO,21.13353534,-7.413704353
HSG,2.75,62,1,62,Education,Dominik,QUICK,21.10281962,-9.621000261
MEC,2.75,5,21,5,Doctor,Amiya,GOLDMAN,6.408707903,-5.979754696
AUH,3.25,78,17,78,Lawyer,Collins,MCELROY,-0.900425565,-0.649612406
ITA,3.5,9,0,9,Lawyer,Ellen,YARBROUGH,-5.892997308,5.995629005
PAP,2.75,84,0,84,Career,Cassius,FUNK,38.05166629,-15.22277952
SIC,3.25,49,1,49,Career,Rowen,HONG,-0.90704002,-15.49827126
MOD,3,65,0,65,Doctor,Hadassah,PORTILLO,-10.88934982,38.77932082
PMA,3.25,73,0,73,Lawyer,Danica,LUND,29.91416347,-5.908766586
TUS,2.75,97,2,97,Doctor,Jaylene,NGO,-49.72151574,-41.41459945
GRC,3,3,6,3,Doctor,Blaine,ELKINS,-4.679998641,-11.15315394
RUS,3,79,16,79,Lawyer,Sage,STROUD,6.112788145,-5.775199065
SWD,2.75,8,5,8,Career,Averi,MEREDITH,-4.566414579,-1.551437608
DEN,3.25,92,4,92,Education,Reyna,BATTLE,-4.689736457,-44.54484686
MOR,3.5,33,3,33,Lawyer,Kelvin,MCCAULEY,-12.8604802,0
TUN,2.75,69,4,69,Doctor,Saige,ZAPATA,9.460958438,17.69173273
IRN,3,44,3,44,Doctor,Wren,BLOOM,-0.822335029,-20.6818341
TUR,2.5,75,6,75,Doctor,Lexie,GEE,30.53171436,16.06788874
EGY,3.25,21,17,21,Doctor,Dorothy,GIVENS,-22.58125421,-39.01912447
USA,3.5,83,5,83,Career,Lilianna,CARDONA,-7.819211686,-8.271230428
HAI,3.25,11,1,11,Doctor,Jaxen,SCHAFER,-43.90779053,24.26065301
MEX,2.5,93,1,93,Doctor,Memphis,ROBISON,27.31973239,-2.375673334
COL,3.25,71,6,71,Lawyer,Monroe,GUNTER,24.19768574,2.225133868
VEN,2.5,55,0,55,Education,Leonard,GRIGGS,30.85007749,29.04861944
ECU,3,4,4,4,Doctor,Aryanna,TOVAR,-13.05442559,-46.41339033
PER,3.5,40,7,40,Lawyer,Elisabeth,TEAGUE,-9.536433253,-7.593924825
BRA,3.75,9,6,9,Education,Ivory,SWIFT,28.05307209,-24.37551671
BOL,3.75,34,5,34,Career,Abdullah,BOWDEN,25.38540405,10.13582934
PAR,3.5,70,5,70,Career,Jacoby,SCHULZ,-43.49965599,-19.98066806
CHL,3.5,85,9,85,Doctor,Liv,BLANTON,6.267391912,5.062804895
ARG,3.75,75,3,75,Education,Janessa,BUCKNER,-33.19526489,-3.897872745
UKG,3,81,10,81,Career,Jaylynn,WHALEN,0.195119168,5.703536771
NTH,4,88,0,88,Lawyer,Livia,PRITCHARD,-35.59572722,-21.43551933
BEL,3.25,51,6,51,Doctor,Rayna,PIERRE,18.10531468,41.35277215
FRN,3.5,92,22,92,Education,Allan,KANG,25.19651869,5.652746789
SWZ,3.5,3,3,3,Career,Jagger,BUTTS,-9.322792587,11.96533156
SPN,3.25,6,7,6,Lawyer,Yahir,METCALF,17.57180881,-0.543372982
POR,3.25,16,6,16,Doctor,Alaya,KURTZ,1.630532463,1.163033914
HAN,3.25,86,17,86,Education,Malaya,SANDERSON,3.455556334,4.059590739
BAV,3.25,30,1,30,Doctor,Forrest,TOMPKINS,-2.143971987,-20.19814178
GMY,3.25,10,1,10,Career,Guillermo,INMAN,-12.87727646,21.29593695
BAD,3.5,59,3,59,Career,Mack,CROWDER,-13.32274949,-3.628490534
SAX,3.75,82,17,82,Doctor,Zechariah,DICKEY,0.087862212,-3.789770997
WRT,3.75,73,0,73,Doctor,Harley,HUTCHISON,-9.96818426,-22.10118338
HSE,3.25,34,0,34,Doctor,Cara,CONKLIN,20.02921094,-0.87146266
HSG,3.75,72,5,72,Education,Erika,HOSKINS,-15.01351523,-7.506048142
MEC,3.5,83,6,83,Career,Terry,HOLBROOK,-0.671849284,-32.64194179
AUH,3.5,35,7,35,Lawyer,Amani,HORNER,2.107115146,-24.13213989
ITA,4,68,6,68,Doctor,Clare,NEELY,-14.59650796,31.15920076
PAP,3.75,0,2,0,Career,Kylan,TATUM,6.53607689,12.21304554
SIC,3.75,88,3,88,Doctor,Addilynn,HOLLINGSWORTH,17.7720598,23.64202173
MOD,3,66,25,66,Doctor,Roselyn,DRAPER,-11.76567374,17.89940541
PMA,3.75,61,1,61,Career,Fletcher,CLEMENT,-30.05596837,4.485181781
TUS,3.5,77,0,77,Career,Rohan,LORD,19.51543374,-0.389530778
GRC,2.75,68,7,68,Career,Corinne,REECE,40.37325873,-10.35390928
RUS,2.75,98,0,98,Education,Paola,FELDMAN,-21.21729269,5.253655781
SWD,2.75,75,26,75,Education,Jolene,KAY,-45.35684398,6.938526032
DEN,3,41,11,41,Education,Eddie,HAGEN,42.27678619,-47.06690272
MOR,2.5,63,3,63,Lawyer,Anabelle,CREWS,-2.58321908,1.824644647
TUN,2.25,89,1,89,Education,Bronson,BOWLES,8.617448069,27.66566154
IRN,2.5,64,6,64,Doctor,Aliana,POST,0.793595866,-11.14544067
TUR,3.5,24,0,24,Education,Lea,JEWELL,12.7082611,5.988177391
EGY,2.5,72,7,72,Doctor,Mara,DALEY,-38.81702209,33.0054754
USA,3.5,38,6,38,Education,Jefferson,CORDERO,-10.56530848,1.269872845
HAI,2.75,67,6,67,Doctor,Lennox,MCKINLEY,-32.69852402,-2.335825261
MEX,3.5,26,20,26,Doctor,Rayden,VELASCO,-19.51690221,-3.531504076
COL,1.5,36,20,36,Education,Claudia,MASTERS,-13.68278354,-35.79641465
VEN,3,78,3,78,Lawyer,Kristina,DRISCOLL,44.61366211,30.69229554
ECU,3.5,7,3,7,Career,Terrance,BURRELL,-20.92859272,-2.846326887
PER,3.5,31,4,31,Lawyer,Jaylee,VALLE,-2.807146153,5.023949748
BRA,2.75,12,6,12,Doctor,Kaylynn,CROW,16.09773735,-5.839800398
BOL,3.25,35,6,35,Lawyer,Zariyah,DEVINE,45.35790241,18.67932798
PAR,3.5,46,3,46,Education,Marc,LARKIN,41.46062462,0
CHL,3.5,38,28,38,Education,Morgan,CHAPPELL,-21.81445115,-32.75116069
ARG,3.5,95,19,95,Lawyer,Valentino,POLLOCK,39.03670911,30.9372553
UKG,3.5,26,20,26,Lawyer,Gwen,KIMBALL,-4.291231756,28.15412031
NTH,2.75,71,0,71,Lawyer,Kinslee,LY,41.64053866,6.84907034
BEL,3,14,6,14,Doctor,Demetrius,SCHMITZ,23.9726283,-27.75648773
FRN,2,50,3,50,Doctor,Avianna,LU,-1.103943133,-4.197154666
SWZ,3,25,1,25,Education,Lisa,RUBIN,-12.58992478,2.325525945
SPN,4,18,1,18,Career,Raquel,SELF,-14.02150654,-31.31250444
POR,2.75,25,5,25,Lawyer,Kristian,BARRIOS,33.99652789,1.107255958
HAN,4,63,0,63,Career,Jolie,PEREIRA,46.34117523,-31.54044285
BAV,3.75,44,5,44,Career,Carolyn,PHIPPS,18.68128699,-18.90788993
GMY,3.5,38,5,38,Doctor,Courtney,MCMANUS,14.98448143,-1.508645818
BAD,3.75,80,4,80,Education,Penny,NANCE,-3.355361148,19.27435384
SAX,3.75,2,7,2,Doctor,Royal,STEINER,-11.2426419,-2.113131029
WRT,4,30,4,30,Education,Hezekiah,POE,-18.10286063,-1.343589134
HSE,3.75,86,0,86,Lawyer,Lee,CROCKETT,37.60597625,-2.461928284
HSG,3,57,4,57,Lawyer,Alannah,JEFFRIES,25.81480792,4.207739612
MEC,3,94,0,94,Education,Ciara,AMOS,10.09884371,-11.43484573
AUH,3,24,5,24,Education,Chaya,NIX,19.51038016,-16.42259561
ITA,3.75,64,6,64,Career,Kassandra,NEWSOME,13.98045211,-8.224037434
PAP,3,84,1,84,Career,Milena,DOOLEY,-42.43524321,-20.64025954
SIC,2,2,1,2,Career,Alessandro,PAYTON,6.186148947,-6.265473164
MOD,3.5,57,5,57,Career,Makai,ROSEN,12.66756808,0.228775944
PMA,2,97,5,97,Career,Rex,SWENSON,-21.58413466,-34.79264129
TUS,2,53,6,53,Doctor,Mina,CONNELLY,3.859953171,13.35294258
GRC,3,4,1,4,Education,Noa,TOLBERT,-15.24001379,10.99265576
RUS,2.75,54,4,54,Education,Callum,SEGURA,1.217509554,16.40185272
SWD,2.75,73,10,73,Doctor,Leanna,ESPOSITO,1.868694896,30.56913329
DEN,3.25,70,12,70,Career,Zoie,COKER,-1.810810005,17.0136314
MOR,3.5,34,6,34,Doctor,Ariadne,BIGGS,-0.828385614,11.72754209
TUN,2.75,48,2,48,Doctor,Monserrat,HINKLE,-11.5722839,34.96454326
IRN,3.5,36,3,36,Lawyer,Nola,THURMAN,13.40370123,-28.28162622
TUR,3,67,14,67,Education,Kamari,DREW,-37.14125707,-42.77297391
EGY,3.25,80,7,80,Education,Carlee,IVEY,15.56350961,-1.544667961
CHN,2,4,7,4,Career,Isabela,BULLARD,21.59069051,-2.169028708
JPN,2.5,25,6,25,Lawyer,Jazlynn,BAEZ,4.602022387,-3.815969887
USA,3.25,93,5,93,Doctor,Kairi,NEFF,37.2648491,-3.672544794
HAI,3.5,19,1,19,Doctor,Laurel,MAHER,-1.542526242,-37.85295183
MEX,3.25,81,7,81,Education,Sky,STRATTON,-2.943180843,-36.2015423
COL,3.5,40,3,40,Education,Rosie,EGAN,13.8226506,-14.35664829
VEN,2.5,36,4,36,Education,Casen,DUBOIS,-5.443060734,-7.178082396
ECU,3,12,2,12,Education,Tripp,GALLARDO,-10.74050314,10.97313385
PER,3.25,6,0,6,Doctor,Callan,BLUE,15.46892403,13.73400567
BRA,3.25,71,6,71,Career,Stanley,RAINEY,-15.46859289,-25.36656562
BOL,3,99,4,99,Education,Toby,YEAGER,4.804486499,-40.5970855
PAR,3.5,71,4,71,Education,Elian,SAUCEDO,-47.9087793,44.85351718
CHL,3.5,22,2,22,Career,Arely,FERREIRA,0.933863928,-28.2663081
ARG,3.75,75,5,75,Education,Aubrielle,SPRAGUE,3.814350533,18.90770038
UKG,3,18,5,18,Lawyer,Kenia,LACY,10.7284755,-20.90466535
NTH,3,2,6,2,Doctor,Noemi,HURTADO,10.75182999,-7.063132247
BEL,3,63,1,63,Education,Scarlette,HEARD,-7.769409753,-12.19805522
FRN,3.25,25,7,25,Doctor,Langston,CONNELL,-33.88310098,-5.545321954
SWZ,3.25,100,25,100,Lawyer,Melvin,STAHL,14.23939019,-4.779647278
SPN,3.75,88,14,88,Doctor,Payton,ALDRIDGE,32.73922243,6.537601062
POR,3.75,80,1,80,Career,Farrah,AMAYA,33.65007232,21.93857613
HAN,3.75,87,6,87,Career,Leyla,FORREST,-32.49445149,-7.610536456
BAV,2.75,99,6,99,Education,Flynn,ERWIN,8.727276104,-43.66183793
GMY,3,36,7,36,Education,Jamir,GUNN,23.35940708,-2.290444444
BAD,3.5,61,17,61,Doctor,Kyree,SWAN,-6.150909666,-3.759823986
SAX,3.75,61,19,61,Career,Aryan,BUTCHER,-5.406711808,-39.73717903
WRT,4,98,6,98,Lawyer,Amia,ROSADO,-22.58279077,-11.88125909
HSE,3.75,38,4,38,Doctor,Bryanna,GODWIN,-20.02265536,-39.18046278
HSG,3,12,6,12,Education,Axton,HAND,13.95413443,-1.177107779
MEC,3.75,100,24,100,Doctor,Azariah,GABRIEL,46.34668264,-8.750614252
AUH,3.25,15,2,15,Doctor,Branson,OTTO,-24.45269564,-11.40782593
ITA,3.25,99,4,99,Lawyer,Naya,WHALEY,-21.08718337,38.24732382
SIC,3.5,3,5,3,Lawyer,Wynter,LUDWIG,-12.42385939,0.445775038
GRC,3.75,22,2,22,Doctor,Reese,CLIFFORD,34.83802689,-19.51957657
RUS,3.75,84,5,84,Lawyer,Hunter,GROVE,-2.398789078,-16.19547776
SWD,4,27,25,27,Career,Katalina,BEAVER,28.02594065,-4.314125171
DEN,2.75,91,2,91,Lawyer,Adonis,SILVER,8.082949335,0.453840936
MOR,3.5,12,2,12,Doctor,Taliyah,DANG,-18.39727245,2.37553982
TUN,3,21,3,21,Doctor,Thaddeus,HAMMER,-27.82189472,-8.824855179
IRN,3.75,38,1,38,Career,Amaris,DICK,2.102609483,7.503046899
TUR,1.5,87,0,87,Lawyer,Emerie,BOSWELL,27.38681095,-12.45738142
EGY,3,21,0,21,Doctor,Martha,MEAD,42.17994658,-2.829114715
CHN,3.25,24,6,24,Doctor,Thalia,COLVIN,4.453065832,-22.7771241
JPN,3.5,72,6,72,Doctor,Zeke,OLEARY,5.732845508,20.64556632
USA,3,70,17,70,Education,Christine,MILLIGAN,4.633426517,1.065692905
HAI,2.75,49,1,49,Lawyer,Estrella,GOINS,19.65106639,-33.20016578
MEX,2.75,1,0,1,Education,Brenna,AMES,-0.85170384,9.329400435
COL,3.25,44,10,44,Doctor,Milania,DODGE,-28.80610227,10.05390115
VEN,3.25,54,6,54,Career,Salma,KAUR,-6.886755529,-8.238114082
ECU,3,50,6,50,Lawyer,Tommy,ESCOBEDO,2.115904066,0
PER,3,84,4,84,Career,Lillianna,ARREDONDO,-4.204566899,0.920413069
BRA,3,18,7,18,Lawyer,Marjorie,GEIGER,13.47839009,-33.87651341
BOL,3.25,69,6,69,Doctor,Blaze,WINKLER,30.28345835,30.09002735
PAR,3.25,57,6,57,Career,Carmelo,DUNHAM,-43.72050268,-14.59162762
CHL,3.5,71,12,71,Lawyer,Shayla,TEMPLE,-2.63188535,-7.076478284
ARG,3.5,94,6,94,Doctor,Zendaya,BABCOCK,45.9826532,-44.10776958
UKG,3.5,20,5,20,Education,Skylar,BILLINGS,7.609644624,26.1830615
NTH,3.5,27,5,27,Career,Aurelia,GRIMM,21.66262619,10.53946549
BEL,3.75,64,6,64,Education,Brenda,LILLY,-28.14621042,-14.34972698
FRN,3.75,14,3,14,Career,Julieta,WESLEY,14.50839489,-42.0824248
SWZ,4,7,12,7,Education,Arian,MCGHEE,3.519148693,15.60658438
SPN,3.25,2,6,2,Education,Bruno,PAINTER,39.49197262,7.204617628
POR,3.5,84,2,84,Career,Adilynn,SIEGEL,5.846541185,-16.0516594
HAN,4,97,13,97,Doctor,Deborah,BOWER,22.39646473,-17.99609015
BAV,3.5,9,10,9,Career,Keyla,PURCELL,45.40825556,18.20369475
GMY,3.75,71,15,71,Education,Patricia,BLOCK,0.312683993,44.11820609
BAD,3.25,11,3,11,Doctor,Kaysen,AGUILERA,-0.731496418,-40.78390603
SAX,3.5,88,6,88,Lawyer,Layne,NORWOOD,-31.38928347,-10.79333293
WRT,3.75,45,12,45,Doctor,Ray,SHERIDAN,20.35560368,41.53542079
HSE,3.25,72,3,72,Doctor,Emmeline,CARTWRIGHT,-44.25990399,-40.73640926
HSG,3.75,58,0,58,Lawyer,Hadlee,COATES,22.92356841,7.813419094
MEC,3.25,62,4,62,Lawyer,Zain,DAVISON,10.68779018,5.47392797
AUH,2.75,80,0,80,Lawyer,Giovanna,REGAN,33.54709307,31.94832468
ITA,3.75,36,0,36,Lawyer,Kailee,RAMEY,-37.33088809,5.966400271
GRC,3.25,50,0,50,Career,Desiree,KOENIG,43.96155162,-32.38690307
RUS,3.75,38,4,38,Career,Crew,KRAFT,-6.465798135,33.04917387
SWD,4,12,1,12,Education,Jedidiah,BUNCH,9.76714132,36.28554358
DEN,4,21,5,21,Education,Rodney,ENGEL,34.25594453,-7.108977096
MOR,4,15,11,15,Career,Casey,TAN,-18.43167477,-46.24835127
TUN,3.25,12,1,12,Education,Karlie,WINN,25.22843238,-5.105446891
IRN,4,97,11,97,Doctor,Khaleesi,STEWARD,-33.26562311,-8.353980953
TUR,3.25,1,24,1,Career,Lara,LINK,-24.77106821,-12.94110442
EGY,3.75,60,5,60,Career,Tori,VICKERS,7.800434222,9.708299553
CHN,4,78,1,78,Lawyer,Clay,BRAGG,28.25631238,24.10336969
JPN,4,19,4,19,Lawyer,Tomas,PIPER,-5.364427587,21.89853297
USA,3.5,70,0,70,Career,Clementine,HUGGINS,9.844226616,-13.99571471
HAI,3.75,17,2,17,Education,Nancy,MICHEL,45.90074994,48.04580477
MEX,3.5,62,23,62,Education,Simone,HEALY,-0.277652458,-6.739378198
COL,3.5,27,8,27,Career,Alden,JACOB,18.12183892,4.47197315
VEN,2.75,12,1,12,Career,Ayleen,MCDONOUGH,-34.58602386,6.00558253
ECU,3.5,14,2,14,Career,Estelle,WOLFF,-19.58278927,-27.77807557
PER,4,99,4,99,Education,Jadiel,COLBERT,-15.94600106,-25.25521786
BRA,4,29,3,29,Education,Celine,ZEPEDA,24.2729874,21.03236449
BOL,3.75,84,1,84,Career,Madyson,HOANG,10.96870038,0
PAR,3.5,100,3,100,Career,Zaniyah,DUGAN,-42.78274568,-4.758452509
CHL,3.75,44,2,44,Doctor,Harper,KILGORE,42.34186288,38.69048625
ARG,3,3,1,3,Career,Adley,MEADE,-3.985470632,3.510894202
UKG,3.5,7,0,7,Career,Amalia,GUILLEN,7.662863094,-1.985302819
NTH,3,84,0,84,Education,Paityn,DO,-0.629387487,2.609707978
BEL,3.5,39,0,39,Career,Ares,HINOJOSA,-1.938259812,-10.76796468
FRN,3.75,97,0,97,Career,Kathleen,GOODE,-0.272803279,23.0161145
SWZ,3.75,11,1,11,Lawyer,Sandra,ARRINGTON,-9.09051828,3.48049149
SPN,3.25,71,4,71,Career,Cory,GARY,-1.084299391,24.39759813
POR,3.5,61,3,61,Lawyer,Lizbeth,SNELL,-21.15785648,22.79008812
HAN,3.25,60,7,60,Doctor,Maleah,WILLARD,16.75706029,-27.78256772
BAV,3.5,41,9,41,Lawyer,Micah,RENTERIA,-3.508528699,7.433009718
GMY,3.5,3,8,3,Career,Brecken,CHACON,13.04852828,-30.61831253
BAD,3.25,51,0,51,Career,Chaim,GALLO,22.44768809,37.27574196
SAX,3.25,59,6,59,Lawyer,Nickolas,HANKINS,3.638943905,4.910354331
WRT,3.5,31,7,31,Education,Aryana,MONTANO,4.259264695,-1.521889714
HSE,3,10,8,10,Doctor,Hailee,BROWNE,7.398170961,33.64250726
HSG,3,17,6,17,Education,Kareem,PEACOCK,-7.700165341,41.0098331
MEC,3.25,29,21,29,Lawyer,Xzavier,OHARA,-45.9343525,14.74771235
AUH,3.75,99,5,99,Doctor,Aiyana,CORNELL,-16.09269555,20.68028992
ITA,3.5,86,1,86,Career,Joyce,SHERWOOD,-45.34905077,-41.14716824
GRC,2.75,19,5,19,Education,Ryann,CASTELLANOS,-9.740175609,7.346886656
RUS,3.5,70,6,70,Doctor,Kaison,THORPE,16.98542103,15.40908989
SWD,3.75,100,1,100,Lawyer,Caylee,STILES,0,3.476461967
DEN,3.75,7,1,7,Education,Kalani,SADLER,-4.474290292,0.564705198
MOR,2.75,10,1,10,Education,Marisol,LATHAM,-25.26479076,-39.98528256
TUN,3,59,13,59,Doctor,Nathaly,REDMOND,6.957316494,48.62162824
IRN,3,70,6,70,Education,Alonso,GREENBERG,-26.3603511,-32.66223447
TUR,2.25,93,1,93,Lawyer,Amos,COTE,9.676404036,-6.464378159
EGY,3,52,1,52,Career,Vicente,WADDELL,-29.49793617,-7.603475194
CHN,3,58,5,58,Lawyer,Briar,DUKES,-3.620718596,4.366980376
JPN,3,21,1,21,Lawyer,Samir,DIAMOND,47.29667531,-15.39065963
USA,3,19,1,19,Career,Yosef,BUI,30.7398952,9.901852957
HAI,3,50,3,50,Education,Holland,MADRID,-48.71918521,8.476643808
MEX,2.75,25,25,25,Lawyer,Lindsay,ALONSO,0,-0.647267496
COL,3.25,14,10,14,Lawyer,Remy,SHEETS,18.98276381,2.100329456
VEN,3.5,68,3,68,Education,Jamal,IRVIN,17.0103292,8.596792659
ECU,3.5,0,12,0,Career,Jon,HURT,9.905395805,2.601539904
PER,2.5,95,0,95,Career,Adrienne,FERRIS,-22.27845016,4.596457355
BRA,2.5,88,17,88,Lawyer,Azariah,SEWELL,-42.81034821,23.16470564
BOL,2.75,29,10,29,Education,Harlee,CARLTON,21.98766701,15.71545723
PAR,2.75,29,4,29,Doctor,Dana,ARAGON,-12.48177758,10.09783487
CHL,3.25,87,18,87,Lawyer,Frida,BLACKMON,1.136801003,1.986921828
ARG,2.5,67,1,67,Career,Marianna,HADLEY,8.426765238,40.07829364
UKG,3,57,12,57,Lawyer,Yamileth,HOYT,-26.28330098,2.649409236
NTH,2.75,21,17,21,Education,Bobby,MCGRAW,-4.445787855,12.11855214
BEL,3,29,1,29,Education,Chana,PAGAN,-7.231770926,-13.17109538
FRN,2.75,80,3,80,Career,Kaya,LAND,-49.8691759,-35.04107273
SWZ,3.25,88,6,88,Education,Lina,TIDWELL,-26.94284792,-13.5619843
SPN,3.25,37,14,37,Education,Aron,LOVELL,1.001643524,-4.29280568
POR,3.25,14,1,14,Career,Ben,MINER,-9.478999049,36.40377593
HAN,3.75,47,8,47,Lawyer,Ford,DOSS,-24.76949834,16.26689241
BAV,3.25,26,5,26,Lawyer,Celia,DAHL,-7.470566352,5.362941389
GMY,3.5,24,1,24,Lawyer,Brodie,DELATORRE,-7.876203724,-4.033922564
BAD,3.5,48,3,48,Lawyer,Cain,STANFORD,-25.05854892,-19.11246381
SAX,3.75,41,6,41,Doctor,Analia,KAUFFMAN,1.939876385,-41.82799946
WRT,3.5,41,5,41,Lawyer,Hana,VELA,4.357985606,9.499231945
HSE,3.5,73,0,73,Doctor,Finnley,GAGNON,-2.223158321,-32.98141373
HSG,3.25,64,0,64,Doctor,Jayde,WINSTON,-8.0660512,9.268059335
MEC,3.25,86,14,86,Career,Joslyn,GOMES,-25.92981553,36.32414359
AUH,3.25,93,2,93,Lawyer,Romina,THACKER,-5.571647895,30.00811571
ITA,3.75,83,2,83,Career,Briggs,CORONADO,-14.5206795,31.69535672
GRC,3,90,0,90,Doctor,Davion,ASH,22.15764973,29.54578874
RUS,2.75,51,13,51,Lawyer,Kingsley,JARRETT,27.26650962,49.28302765
SWD,2.75,39,6,39,Career,Anabella,HAGER,5.070896735,1.926100463
DEN,2.5,28,6,28,Lawyer,Barbara,SAMUELS,26.10852746,-32.55379628
MOR,3,4,6,4,Lawyer,Brett,METZGER,-14.52230748,-3.169919426
TUN,3,20,4,20,Doctor,Bryleigh,RAINES,11.69796805,-3.275022953
IRN,3.25,39,0,39,Doctor,Emilie,SPIVEY,-23.62133589,-21.49325233
TUR,3.25,45,6,45,Education,Nathalia,MAURER,0.867357776,41.06717457
EGY,2.75,77,6,77,Lawyer,Wayne,HAN,40.95454368,-1.978007132
CHN,3.25,99,12,99,Lawyer,Zackary,VOSS,42.93900128,-25.55123359
JPN,3,59,2,59,Career,Ally,HENLEY,-41.04723638,-3.631313332
USA,3.25,56,6,56,Doctor,Evalyn,CABALLERO,-1.417138339,16.79571263
HAI,2.75,58,6,58,Lawyer,Apollo,CARUSO,-18.70727286,24.88548493
MEX,3,96,15,96,Career,Emery,COULTER,-11.50773059,7.820094643
COL,2,100,4,100,Education,Joziah,NORTH,28.37515615,7.431281802
VEN,3.25,96,1,96,Career,Lucca,FINN,2.180453512,8.224181697
ECU,2.75,68,7,68,Education,Bonnie,CAHILL,-41.62358288,-31.19435486
PER,3,42,5,42,Career,Zaria,LANIER,-5.395586798,-33.66342345
BRA,2.5,70,14,70,Lawyer,Carla,SOUZA,-41.11687497,-32.11753074
BOL,2.5,1,2,1,Education,Estella,MCWILLIAMS,-2.866001393,-38.14605065
PAR,2.75,14,7,14,Lawyer,Kailani,DEAL,-40.13963723,-16.32904004
CHL,2.5,55,6,55,Education,Rivka,SCHAFFER,4.225591652,-3.556135126
ARG,2.75,51,6,51,Education,Rylan,URBAN,-43.18303426,29.71065744
UKG,3,35,0,35,Doctor,Bentlee,HOUSER,-1.163327782,47.61331399
NTH,3,24,1,24,Career,Hassan,CUMMINS,-14.61015965,-0.144018118
BEL,3.5,58,9,58,Education,Westin,ROMO,-27.57088487,-37.75740245
FRN,3.25,42,4,42,Career,Paulina,CROCKER,22.21880829,14.22568439
SWZ,2,26,2,26,Doctor,Joey,BASSETT,-45.47308279,-7.261624133
SPN,3.25,96,8,96,Education,Vance,KRUSE,1.783351828,37.88773718
POR,2.75,8,5,8,Education,Kayden,BOLDEN,-36.9279579,-3.764493305
HAN,3,60,5,60,Lawyer,Marcelo,YBARRA,8.329749518,-34.06999405
BAV,3.25,26,0,26,Career,Giana,METZ,8.678933325,-49.29187597
GMY,2.75,37,1,37,Education,Yareli,ROOT,0,-11.78832244
BAD,3,77,5,77,Career,Axl,MCMULLEN,22.94384043,31.32649071
SAX,3.25,85,2,85,Education,Jermaine,CRUMP,-29.42255384,10.06418698
WRT,3.5,96,1,96,Lawyer,Chad,HAGAN,1.278655205,22.82278157
HSE,2.75,89,6,89,Doctor,Kaiya,GUIDRY,-18.01437449,-0.303862395
HSG,3.75,91,5,91,Education,Sariah,BRANTLEY,-10.3944482,-2.065882336
MEC,3.75,16,5,16,Education,Gerald,KEARNEY,-27.66382042,-37.48504792
AUH,3.25,15,5,15,Career,Kole,BEAL,-16.53909471,5.041533439
ITA,3.5,18,1,18,Doctor,Avalynn,TOTH,46.28191344,-1.052494813
GRC,3.75,88,4,88,Lawyer,Jasmin,JORGENSEN,5.824991851,-5.464797405
RUS,3.25,1,7,1,Education,Dash,TIMMONS,-12.20604771,-31.61288627
SWD,3.75,93,6,93,Career,Dayton,MILTON,11.68069407,30.48514274
DEN,3.75,10,0,10,Career,Aya,TRIPP,2.728544969,41.4966046
MOR,3,17,2,17,Doctor,Jewel,HURD,-19.01168024,-48.08148589
TUN,3.25,88,5,88,Education,Kristen,SAPP,-40.64517477,35.29422175
IRN,3.5,24,17,24,Lawyer,Paula,WHITMAN,-44.44721505,-12.46938586
TUR,2.5,33,2,33,Education,Astrid,MESSER,-18.07942091,-35.83007091
EGY,3,85,5,85,Lawyer,Jordynn,BURGOS,-15.91576476,13.29987665
CHN,2,90,16,90,Doctor,Kenya,MAJOR,8.855585774,3.403844439
JPN,3,3,0,3,Lawyer,Lachlan,WESTBROOK,5.45105254,1.210349138
USA,3.25,79,14,79,Education,Shaun,CASTLE,-25.52778352,-2.341305954
HAI,3.75,58,4,58,Doctor,Ann,SERNA,-26.79477298,-14.2041912
MEX,3.25,29,5,29,Career,Annalee,CARLISLE,11.12547398,35.51412922
COL,4,95,2,95,Education,Kai,VARELA,-5.587529112,-3.258071431
VEN,3,41,1,41,Doctor,Kody,CULLEN,8.674286692,3.712851918
ECU,2.75,16,12,16,Education,Ronnie,WILHELM,-1.365320379,-31.92961477
PER,3,7,20,7,Lawyer,Kiley,BERGERON,28.64960752,38.75797461
BRA,3,80,6,80,Doctor,Marleigh,BURGER,-19.99652809,-28.20574802
BOL,3.5,64,5,64,Education,Kolten,POSEY,-33.23646242,-23.47496401
PAR,2.75,15,22,15,Education,Marcel,BARNHART,42.28342875,-17.05719455
CHL,3.5,72,1,72,Doctor,Stetson,HACKETT,-7.854739112,3.992404429
ARG,3.5,33,9,33,Doctor,Julianne,MADRIGAL,-21.7366383,-37.29539914
UKG,3.25,88,6,88,Lawyer,Zion,EUBANKS,-7.748845204,-33.02810833
NTH,2.5,79,5,79,Career,Emmaline,SIZEMORE,21.51419525,1.50141787
BEL,2.75,36,6,36,Doctor,Nataly,HILLIARD,1.001765734,-28.7613969
FRN,3,84,12,84,Career,Willie,HARGROVE,-24.87706241,-24.22515826
SWZ,3.75,65,6,65,Doctor,Aminah,BOUCHER,24.89737976,3.685073512
SPN,2.75,61,2,61,Lawyer,Amya,THOMASON,12.4466477,3.331610202
POR,3,13,15,13,Education,Iliana,MELVIN,-46.24063947,0.543094792
